N,Z,A,Mass Excess (keV),Zshell_category,Nshell_category,ZEO,NEO,deltaN,deltaZ,A^2/3,Z(Z-1)/A^1/3,(N-Z)^2/A
94,76,170,-33925.692,16,18,0,0,12,6,30.687813601627905,1028.9443384075241,1.9058823529411764
93,77,170,-23182.0,16,18,1,1,11,5,30.687813601627905,1056.3828540983914,1.5058823529411764
92,78,170,-16299.202,16,17,0,0,10,4,30.687813601627905,1084.1824028904543,1.1529411764705881
91,79,170,-3703.0,16,17,1,1,9,3,30.687813601627905,1112.3429847837128,0.8470588235294118
106,65,171,-43770.0,14,20,1,0,20,15,30.808040291421882,749.4821497796204,9.830409356725147
105,66,171,-50010.0,14,20,0,1,21,16,30.808040291421882,772.9034669602335,8.894736842105264
104,67,171,-54517.822,14,19,1,0,22,15,30.808040291421882,796.6851120974715,8.005847953216374
103,68,171,-57717.822,14,19,0,1,21,14,30.808040291421882,820.8270851913343,7.16374269005848
102,69,171,-59210.271,15,19,1,0,20,13,30.808040291421882,845.3293862418218,6.368421052631579
101,70,171,-59306.818,15,19,0,1,19,12,30.808040291421882,870.1920152489342,5.619883040935672
100,71,171,-57828.465,16,18,1,0,18,11,30.808040291421882,895.4149722126715,4.918128654970761
99,72,171,-55431.351,16,18,0,1,17,10,30.808040291421882,920.9982571330335,4.2631578947368425
98,73,171,-51720.279,16,18,1,0,16,9,30.808040291421882,946.9418700100204,3.654970760233918
97,74,171,-47086.095,16,18,0,1,15,8,30.808040291421882,973.2458108436321,3.0935672514619883
96,75,171,-41250.285,16,18,1,0,14,7,30.808040291421882,999.9100796338686,2.5789473684210527
95,76,171,-34297.238,16,18,0,1,13,6,30.808040291421882,1026.9346763807298,2.111111111111111
94,77,171,-26412.03,16,18,1,0,12,5,30.808040291421882,1054.319601084216,1.6900584795321638
93,78,171,-17466.569,16,18,0,1,11,4,30.808040291421882,1082.064853744327,1.3157894736842106
92,79,171,-7562.303,16,17,1,0,10,3,30.808040291421882,1110.1704343610627,0.9883040935672515
91,80,171,3339.0,16,17,0,1,9,2,30.808040291421882,1138.6363429344233,0.7076023391812866
107,65,172,-39690.0,14,20,1,1,19,15,30.92803284791408,748.0268409728059,10.255813953488373
106,66,172,-47760.0,14,20,0,0,20,16,30.92803284791408,771.402679753206,9.30232558139535
105,67,172,-51484.0,14,20,1,1,21,15,30.92803284791408,795.1381468225354,8.395348837209303
104,68,172,-56482.578,14,19,0,0,22,14,30.92803284791408,819.2332421807942,7.534883720930233
103,69,172,-57373.554,15,19,1,1,21,13,30.92803284791408,843.687965827982,6.72093023255814
102,70,172,-59255.456,15,19,0,0,20,12,30.92803284791408,868.5023177640991,5.953488372093023
101,71,172,-56736.076,16,19,1,1,19,11,30.92803284791408,893.6762979891455,5.232558139534884
100,72,172,-56402.232,16,18,0,0,18,10,30.92803284791408,919.209906503121,4.558139534883721
99,73,172,-51329.983,16,18,1,1,17,9,30.92803284791408,945.1031433060259,3.9302325581395348
98,74,172,-49097.191,16,18,0,0,16,8,30.92803284791408,971.3560083978599,3.3488372093023258
97,75,172,-41566.839,16,18,1,1,15,7,30.92803284791408,997.9685017786232,2.813953488372093
96,76,172,-37243.641,16,18,0,0,14,6,30.92803284791408,1024.9406234483158,2.3255813953488373
95,77,172,-27379.373,16,18,1,1,13,5,30.92803284791408,1052.2723734069375,1.8837209302325582
94,78,172,-21106.67,16,18,0,0,12,4,30.92803284791408,1079.9637516544885,1.4883720930232558
93,79,172,-9318.011,16,18,1,1,11,3,30.92803284791408,1108.0147581909687,1.1395348837209303
92,80,172,-1061.361,16,17,0,0,10,2,30.92803284791408,1136.4253930163782,0.8372093023255814
107,66,173,-43740.0,14,20,0,1,19,16,31.047793084354215,769.9134816871655,9.716763005780347
106,67,173,-49351.0,14,20,1,0,20,15,31.047793084354215,793.6031272775398,8.791907514450868
105,68,173,-53654.0,14,20,0,1,21,14,31.047793084354215,817.6517068920107,7.913294797687861
104,69,173,-56256.067,15,19,1,0,22,13,31.047793084354215,842.0592205305782,7.08092485549133
103,70,173,-57551.234,15,19,0,1,21,12,31.047793084354215,866.8256681932422,6.294797687861272
102,71,173,-56881.014,16,19,1,0,20,11,31.047793084354215,891.9510498800029,5.554913294797688
101,72,173,-55411.79,16,19,0,1,19,10,31.047793084354215,917.4353655908601,4.861271676300578
100,73,173,-52396.543,16,18,1,0,18,9,31.047793084354215,943.2786153258139,4.213872832369942
99,74,173,-48727.388,16,18,0,1,17,8,31.047793084354215,969.4807990848643,3.61271676300578
98,75,173,-43553.87,16,18,1,0,16,7,31.047793084354215,996.0419168680113,3.0578034682080926
97,76,173,-37438.25,16,18,0,1,15,6,31.047793084354215,1022.9619686752549,2.5491329479768785
96,77,173,-30268.456,16,18,1,0,14,5,31.047793084354215,1050.240954506595,2.086705202312139
95,78,173,-21936.758,16,18,0,1,13,4,31.047793084354215,1077.8788743620316,1.670520231213873
94,79,173,-12832.017,16,18,1,0,12,3,31.047793084354215,1105.875728241565,1.300578034682081
93,80,173,-2661.0,16,18,0,1,11,2,31.047793084354215,1134.2315161451947,0.976878612716763
108,66,174,-41130.0,14,20,0,0,18,16,31.167322789559027,768.4357170529211,10.137931034482758
107,67,174,-45870.0,14,20,1,1,19,15,31.167322789559027,792.0798929622417,9.195402298850574
106,68,174,-51949.0,14,20,0,0,20,14,31.167322789559027,816.0823139610975,8.298850574712644
105,69,174,-53864.521,15,20,1,1,21,13,31.167322789559027,840.4429800494885,7.448275862068965
104,70,174,-56944.521,15,19,0,0,22,12,31.167322789559027,865.1618912274147,6.64367816091954
103,71,174,-55570.292,16,19,1,1,21,11,31.167322789559027,890.239047494876,5.885057471264368
102,72,174,-55844.583,16,19,0,0,20,10,31.167322789559027,915.6744488518724,5.172413793103448
101,73,174,-51740.771,16,19,1,1,19,9,31.167322789559027,941.468095298404,4.505747126436781
100,74,174,-50227.093,16,18,0,0,18,8,31.167322789559027,967.6199868344708,3.8850574712643677
99,75,174,-43673.101,16,18,1,1,17,7,31.167322789559027,994.1301234600727,3.310344827586207
98,76,174,-39995.383,16,18,0,0,16,6,31.167322789559027,1020.9985051752099,2.781609195402299
97,77,174,-30785.937,16,18,1,1,15,5,31.167322789559027,1048.225131979882,2.2988505747126435
96,78,174,-25317.608,16,18,0,0,14,4,31.167322789559027,1075.8100038740895,1.8620689655172413
95,79,174,-14058.0,16,18,1,1,13,3,31.167322789559027,1103.753120857832,1.471264367816092
94,80,174,-6641.017,16,18,0,0,12,2,31.167322789559027,1132.0544829311098,1.1264367816091954
108,67,175,-43300.0,14,20,1,0,18,15,31.286623728379862,790.5682864394045,9.605714285714285
107,68,175,-48652.0,14,20,0,1,19,14,31.286623728379862,814.5249011799924,8.691428571428572
106,69,175,-52310.556,15,20,1,0,20,13,31.286623728379862,838.8390773346191,7.822857142857143
105,70,175,-54695.556,15,20,0,1,21,12,31.286623728379862,863.5108149032843,7.0
104,71,175,-55165.678,16,19,1,0,22,11,31.286623728379862,888.5401138859883,6.222857142857142
103,72,175,-54481.763,16,19,0,1,21,10,31.286623728379862,913.9269742827308,5.491428571428571
102,73,175,-52408.653,16,19,1,0,20,9,31.286623728379862,939.6713960935119,4.805714285714286
101,74,175,-49632.8,16,19,0,1,19,8,31.286623728379862,965.7733793183318,4.1657142857142855
100,75,175,-45288.312,16,18,1,0,18,7,31.286623728379862,992.2329239571901,3.5714285714285716
99,76,175,-40105.36,16,18,0,1,17,6,31.286623728379862,1019.0500300100872,3.0228571428571427
98,77,175,-33394.511,16,18,1,0,16,5,31.286623728379862,1046.2246974770228,2.52
97,78,175,-25708.684,16,18,0,1,15,4,31.286623728379862,1073.7569263579971,2.0628571428571427
96,79,175,-17403.686,16,18,1,0,14,3,31.286623728379862,1101.64671665301,1.6514285714285715
95,80,175,-7969.443,16,18,0,1,13,2,31.286623728379862,1129.8940683620615,1.2857142857142858
109,67,176,-39390.0,14,20,1,1,17,15,31.405697642158753,789.0681532592389,10.022727272727273
108,68,176,-46631.0,14,20,0,0,18,14,31.405697642158753,812.9793094186098,9.090909090909092
107,69,176,-49371.322,15,20,1,1,19,13,31.405697642158753,837.2473485057325,8.204545454545455
106,70,176,-53491.322,15,20,0,0,20,12,31.405697642158753,861.872270520607,7.363636363636363
105,71,176,-53382.333,16,20,1,1,21,11,31.405697642158753,886.8540754632332,6.568181818181818
104,72,176,-54576.428,16,19,0,0,22,10,31.405697642158753,912.1927633336113,5.818181818181818
103,73,176,-51365.379,16,19,1,1,21,9,31.405697642158753,937.8883341317412,5.113636363636363
102,74,176,-50641.608,16,19,0,0,20,8,31.405697642158753,963.9407878576229,4.454545454545454
101,75,176,-45062.89,16,19,1,1,19,7,31.405697642158753,990.3501245112565,3.840909090909091
100,76,176,-42131.184,16,18,0,0,18,6,31.405697642158753,1017.1163440926417,3.272727272727273
99,77,176,-33881.923,16,18,1,1,17,5,31.405697642158753,1044.2394466017788,2.75
98,78,176,-28933.918,16,18,0,0,16,4,31.405697642158753,1071.7194320386677,2.272727272727273
97,79,176,-18520.967,16,18,1,1,15,3,31.405697642158753,1099.5563004033086,1.8409090909090908
96,80,176,-11784.639,16,18,0,0,14,2,31.405697642158753,1127.7500516957011,1.4545454545454546
95,81,176,584.728,16,18,1,1,13,1,31.405697642158753,1156.3006859158454,1.1136363636363635
109,68,177,-42858.0,14,20,0,1,17,14,31.524546249173255,811.4453825493413,9.497175141242938
108,69,177,-47570.0,15,20,1,0,18,13,31.524546249173255,835.6676327746947,8.59322033898305
107,70,177,-50986.404,15,20,0,1,19,12,31.524546249173255,860.2460925621857,7.734463276836158
106,71,177,-52383.903,16,20,1,0,20,11,31.524546249173255,885.1807619118143,6.9209039548022595
105,72,177,-52880.745,16,20,0,1,21,10,31.524546249173255,910.4716408235804,6.1525423728813555
104,73,177,-51714.745,16,19,1,0,22,9,31.524546249173255,936.118729297484,5.429378531073446
103,74,177,-49701.731,16,19,0,1,21,8,31.524546249173255,962.1220273335254,4.751412429378531
102,75,177,-46269.175,16,19,1,0,20,7,31.524546249173255,988.4815349317041,4.11864406779661
101,76,177,-41956.448,16,19,0,1,19,6,31.524546249173255,1015.1972520920204,3.531073446327684
100,77,177,-36047.425,16,18,1,0,18,5,31.524546249173255,1042.2691788144743,2.9887005649717513
99,78,177,-29370.437,16,18,0,1,17,4,31.524546249173255,1069.6973150990657,2.4915254237288136
98,79,177,-21545.736,16,18,1,0,16,3,31.524546249173255,1097.4816609457946,2.0395480225988702
97,80,177,-12775.823,16,18,0,1,15,2,31.524546249173255,1125.6222163546613,1.6327683615819208
96,81,177,-3340.103,16,18,1,0,14,1,31.524546249173255,1154.1189813256653,1.271186440677966
110,68,178,-40260.0,14,20,0,0,16,14,31.6431712450704,809.9229673738246,9.910112359550562
109,69,178,-44240.0,15,20,1,1,17,13,31.6431712450704,834.0997723700582,8.98876404494382
108,70,178,-49677.139,15,20,0,0,18,12,31.6431712450704,858.6321186162364,8.112359550561798
107,71,178,-50337.881,16,20,1,1,19,11,31.6431712450704,883.5200061123592,7.280898876404494
106,72,178,-52435.366,16,20,0,0,20,10,31.6431712450704,908.7634348584265,6.49438202247191
